Variable,Breakdown,Breakdown_category,Year,RD_Value,Units,Footnotes
_55_Expectation of amount of R&D carried out or funded in next financial year: Increase,Size,100 or more employees,2018,108,Count of businesses,19 and 21
_55_Expectation of amount of R&D carried out or funded in next financial year: Increase,Size,100 or more employees,2019,138,Count of businesses,9 and 19 and 21
_55_Expectation of amount of R&D carried out or funded in next financial year: Increase,Size,Zero employees,2016,87,Count of businesses,19 and 21
_55_Expectation of amount of R&D carried out or funded in next financial year: Increase,Size,Zero employees,2018,108,Count of businesses,19 and 21
_55_Expectation of amount of R&D carried out or funded in next financial year: Increase,Size,Zero employees,2019,123,Count of businesses,9 and 19 and 21
_55_Expectation of amount of R&D carried out or funded in next financial year: Increase,Total,99_Total all sectors,2016,816,Count of businesses,21
_55_Expectation of amount of R&D carried out or funded in next financial year: Increase,Total,99_Total all sectors,2018,990,Count of businesses,21
_55_Expectation of amount of R&D carried out or funded in next financial year: Increase,Total,99_Total all sectors,2019,..,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2016,3,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2018,12,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"A_Agriculture, Forestry and Fishing",2019,15,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,B_Mining,2016,3,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,B_Mining,2018,0,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,B_Mining,2019,0,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,C_Manufacturing,2016,51,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,C_Manufacturing,2018,45,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,C_Manufacturing,2019,48,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2016,0,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2018,3,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"D_Electricity, Gas, Water and Waste Services",2019,3,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,E_Construction,2016,6,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,E_Construction,2018,12,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,E_Construction,2019,6,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,F_Wholesale Trade,2016,15,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,F_Wholesale Trade,2018,27,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,F_Wholesale Trade,2019,24,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,J_Information Media and Telecommunications,2016,3,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,J_Information Media and Telecommunications,2018,15,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,J_Information Media and Telecommunications,2019,9,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,K_Financial and Insurance Services,2016,3,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,K_Financial and Insurance Services,2018,3,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,K_Financial and Insurance Services,2019,6,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2016,3,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2018,9,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2019,3,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2016,33,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2018,39,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2019,45,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,N_Administrative and Support Services,2016,6,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,N_Administrative and Support Services,2018,6,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,N_Administrative and Support Services,2019,6,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,O_Public Administration and Safety,2016,0,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,O_Public Administration and Safety,2018,0,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,O_Public Administration and Safety,2019,0,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,P_Education and Training,2016,0,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,P_Education and Training,2018,0,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,P_Education and Training,2019,0,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2016,9,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2018,9,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2019,3,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,R_Arts and Recreation Services,2016,0,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,R_Arts and Recreation Services,2018,0,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,R_Arts and Recreation Services,2019,0,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,S_Other Services,2016,3,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,S_Other Services,2018,6,Count of businesses,21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,ANZSIC_1_Digit,S_Other Services,2019,3,Count of businesses,9 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,Industry,01_Primary Industry Group,2016,6,Count of businesses,1 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,Industry,01_Primary Industry Group,2018,12,Count of businesses,1 and 21
_56_Expectation of amount of R&D carried out or funded in next financial year: Dont know,Industry,01_Primary Industry Group,2019,15,Count of businesses,1 and 9 and 21
